Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Ashanti,Kumasi Metropolitan,New Town Hospital,Hospital,Ashanti Town,Private,6.69967,-1.61925
Ashanti,Kumasi Metropolitan,Nkontwima Clinic,Clinic,Nkontwima-Bremang,Private,6.73251,-1.62602
Ashanti,Kumasi Metropolitan,Nyame ye Maternity Home,Maternity Home,Asawase,Private,6.70131,-1.60595
Ashanti,Kumasi Metropolitan,Oforikrom Clinic,Clinic,Oforikrom,Private,6.68986,-1.59339
Ashanti,Kumasi Metropolitan,Omega Sawmill Clinic,Clinic,Kaase,Quasi-Government,6.65812,-1.60441
Ashanti,Kumasi Metropolitan,Our Lady Maternity Home,Maternity Home,Bokro-Atonsu,Private,6.64775,-1.59059
Ashanti,Kumasi Metropolitan,Owusuwa Memorial Maternity Maternity,Maternity Home,Adukrom,Private,6.70437,-1.58533
Ashanti,Kumasi Metropolitan,Owusuaa Maternity Home,Maternity Home,Aboabo,Private,6.69977,-1.59931
Ashanti,Kumasi Metropolitan,Paradise Maternity and Clinic,Maternity Home,Ayigya,Private,6.68739,-1.57368
Ashanti,Kumasi Metropolitan,Paul Sagoe Sawmill Clinic,Clinic,Asokwa,Quasi-Government,6.66754,-1.60755
Ashanti,Kumasi Metropolitan,Peace and Love Hospital,Hospital,Oduom,Private,6.69904,-1.54041
Ashanti,Kumasi Metropolitan,Peace Land Clinic,Clinic,South Suntreso,Private,6.69002,-1.64039
Ashanti,Kumasi Metropolitan,Pima Clinic,Clinic,Buokrom Estate,Private,6.74661,-1.59242
Ashanti,Kumasi Metropolitan,Poku Transport Hospital,Hospital,Asokwa,Private,6.67289,-1.60181
Ashanti,Kumasi Metropolitan,Police Clinic,Clinic,Adum,Quasi-Government,6.69402,-1.62702
Ashanti,Kumasi Metropolitan,PPAG Clinic,Clinic,New Suame,Private,6.71789,-1.63674
Ashanti,Kumasi Metropolitan,PPAG Teen's Centre,Clinic,Oforikrom,Private,6.68805,-1.59241
Ashanti,Kumasi Metropolitan,Prince of Peace Clinic,Clinic,Aboabo,Private,6.69915,-1.60002
Ashanti,Kumasi Metropolitan,Quality Health Care Ltd.,Hospital,Kentinkrono,Private,6.69654,-1.55216
Ashanti,Kumasi Metropolitan,Queen of Peace Maternity Home,Maternity Home,Adoato,Private,6.70981,-1.64148
Ashanti,Kumasi Metropolitan,Queen Victory Maternity Home,Maternity Home,Anloga,Private,6.67908,-1.59208
Ashanti,Kumasi Metropolitan,Queens Hospital,Hospital,Dompoase,Private,6.63657,-1.58818
Ashanti,Kumasi Metropolitan,Rabito Clinic,Clinic,Adum,Private,6.69298,-1.62267
Ashanti,Kumasi Metropolitan,Railway Clinic,Clinic,Railways Adum,Quasi-Government,6.69196,-1.61926
Ashanti,Kumasi Metropolitan,Rophi Hospital,Hospital,Old Tafo,Private,6.73026,-1.61204
Ashanti,Kumasi Metropolitan,Rophii Hospital,Clinic,Akwatialine,Private,6.69504,-1.61193
Ashanti,Kumasi Metropolitan,Rucky Memorial Maternity Clinic,Maternity Home,Sawaba,Private,6.70227,-1.58091
Ashanti,Kumasi Metropolitan,Russia Clinic,Clinic,Moshie Zongo,Private,6.72609,-1.60633
Ashanti,Kumasi Metropolitan,Safo Adu Hosptal,Hospital,Manhyia,Private,6.70301,-1.61371
Ashanti,Kumasi Metropolitan,Sedom Clinic,Clinic,Bantama,Private,6.70286,-1.63373
Ashanti,Kumasi Metropolitan,Sepe Dote Clinic,Clinic,Sepe Dote,Private,6.71914,-1.57917
Ashanti,Kumasi Metropolitan,Sepe-Buokrom Community Clinic,Clinic,Buokrom,Government,6.72118,-1.59593
Ashanti,Kumasi Metropolitan,Shalom Maternity Home,Maternity Home,Pankrono,Private,6.75172,-1.60518
Ashanti,Kumasi Metropolitan,Siaw Larbi Hospital,Hospital,Mile 4 - Tafo,Private,6.74196,-1.61304
Ashanti,Kumasi Metropolitan,Siloam Hospital,Hospital,Kwadaso,Private,6.70008,-1.66115
Ashanti,Kumasi Metropolitan,Sir Gibrine Memorial Clinic,Clinic,Asawase,Private,6.70138,-1.60467
Ashanti,Kumasi Metropolitan,Sir Gibrinnes Clinic,Clinic,Akrome,Private,6.70798,-1.57989
Ashanti,Kumasi Metropolitan,Sir Gilbrenes Memorial Health Centre,Clinic,Sepe-Tinpom,Private,6.70798,-1.57989
Ashanti,Kumasi Metropolitan,SOS Home Clinic,Clinic,New Suame,Private,6.71352,-1.63055
Ashanti,Kumasi Metropolitan,St. Annes Clinic,Clinic,Atonsu,Private,6.64886,-1.59209
Ashanti,Kumasi Metropolitan,St. Anthony Hospital,Hospital,Asuogya,Private,6.72642,-1.64531
Ashanti,Kumasi Metropolitan,St. Edward Clinic,Clinic,Amakom,Private,6.68972,-1.61009
Ashanti,Kumasi Metropolitan,St. Helena Maternity Home,Maternity Home,Anwiam,Private,6.69352,-1.54722
Ashanti,Kumasi Metropolitan,St. John's Clinic,Clinic,Old Tafo,Private,6.72912,-1.61643
Ashanti,Kumasi Metropolitan,St. Joseph Clinic,Clinic,Krofrom,Private,6.71571,-1.61472
Ashanti,Kumasi Metropolitan,St. Marku's Hospital,Hospital,Asokwa,Private,6.67022,-1.60013
Ashanti,Kumasi Metropolitan,St. Paul's Clinic,Clinic,Tafo Zongo,Private,6.73484,-1.60967
Ashanti,Kumasi Metropolitan,Stadium Clinic,Clinic,Amakom,Private,6.63487,-1.60536
Ashanti,Kumasi Metropolitan,Suame Hospital,Clinic,Old Tafo,Private,6.73402,-1.61316
Ashanti,Kumasi Metropolitan,Sunkwa Clinic,Clinic,Anloga,Private,6.67802,-1.59245
Ashanti,Kumasi Metropolitan,Suntreso Government Hospital,Hospital,Suntreso,Government,6.70243,-1.64223
Ashanti,Kumasi Metropolitan,Tafo Government Hospital,Hospital,Tafo,Government,6.72554,-1.61317
Ashanti,Kumasi Metropolitan,Tafo Nhyiaeso Homeopatic Clinic,Clinic,Tafo Nhyiaeso,Private,6.71852,-1.61175
Ashanti,Kumasi Metropolitan,The Word Maternity Home,Maternity Home,Mile 4- Old Tafo,Private,6.73629,-1.61189
Ashanti,Kumasi Metropolitan,Tinkwama Maternity Home,Maternity Home,Asuogya,Private,6.72516,-1.64419
Ashanti,Kumasi Metropolitan,Trust Care Specialist Hospital,Hospital,South Suntreso,Private,6.69042,-1.63979
Ashanti,Kumasi Metropolitan,Turkson Memorial Maternity Home,Maternity Home,Old Suame,Private,6.71613,-1.62977
Ashanti,Kumasi Metropolitan,Twumasi Memorial Hospital,Hospital,Asokwa,Private,6.67157,-1.60489
Ashanti,Kumasi Metropolitan,VAG Clinic,Clinic,Manhyia,Private,6.70121,-1.61249
Ashanti,Kumasi Metropolitan,Vibro Maternity Home and Clinic,Maternity Home,Anwomase-Bebre,Private,6.69609,-1.53127
Ashanti,Kumasi Metropolitan,Victory Clinic and Maternity Home,Maternity Home,Ayigya,Private,6.68806,-1.57589
Ashanti,Kumasi Metropolitan,Vincent Clinic,Clinic,Abed-Pankrono,Private,6.75315,-1.61293
Ashanti,Kumasi Metropolitan,Washie Hospital,Hospital,Ahodwo Kumasi,Private,6.65263,-1.61921
Ashanti,Kumasi Metropolitan,Washington Clinic,Clinic,Old Tafo,Private,6.72868,-1.61237
Ashanti,Kumasi Metropolitan,Wesley Cathederal Clinic,Clinic,Adum,CHAG,6.69362,-1.62325
Ashanti,Kumasi Metropolitan,Wilben Dental Clinic,Hospital,Dr. Mensah - Ash Town,Private,6.70013,-1.61951
Ashanti,Kumasi Metropolitan,Wisdom Hospital,Hospital,Dichemso,Private,6.70875,-1.61056
Ashanti,Kumasi Metropolitan,Yeji Medical Clinic,Clinic,Bremang,Private,6.74085,-1.64022
Ashanti,Kumasi Metropolitan,Yentumi Boitey Memorial Clinic,Clinic,Susanso,Private,6.68684,-1.58501
Ashanti,Kumasi Metropolitan,Zion Hill Clinic,Clinic,Zone 5 - Suame,Private,6.72267,-1.63107
Ashanti,Kumasi Metropolitan,Zongo Hill Clinic,Clinic,Manhyia Zongo,Private,6.70043,-1.61371
Ashanti,Kumasi Metropolitan,Kumasi Nurses/Midwifery Training School,Training Institution,Kumasi,Government,6.4148,-1.37507
Ashanti,Kumasi Metropolitan,Kwadaso Nurses Training College,Training Institution,Kwadaso,Government,6.4148,-1.37507
Ashanti,Kumasi Metropolitan,Kumasi Ear Nose & Throat,Training Institution,Kumasi,Government,6.4148,-1.37507
Ashanti,Kumasi Metropolitan,Kumasi Anasthesia,Training Institution,Kumasi,Government,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Premier Nursing School (General Nursing),Training Institution,Kumasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Asawasi Boakye Dunkwa Hospital,Hospital,Asawasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Effah Hospital,Hospital,Buokrom Estate,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Moshie Zongo Russia Clinic,Clinic,Moshie Zongo,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Ashanti Town Clinic,Clinic,Ashanti Town,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Asawasi Nyame Ye Maternity Home,Maternity Home,Asawasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Allen Hospital,Hospital,Dichemso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Ghana Legion Clinic,Clinic,New Zongo,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,New Asawasi Clinic,Clinic,Asawasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Bomso Clinic,Clinic,Bomso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Muslim Homeopathic Clinic,Clinic,Boadi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Allen's Clinic,Clinic,Ahensan,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Ayigya Clinic,Clinic,Ayigya,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Born Again Homeopathic,Clinic,Adukrom,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Homeopathic Clinic,Clinic,Nsene,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Maud Maternity Home,Maternity Home,Ahensan,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Amansie Enterprise Clinic,Clinic,,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,John Bitar Company Clinic,Clinic,Ahensan,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Bosomtwi Clinic,Clinic,Aboabo Akorem,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Atonsu-Agogo Clinic,Clinic,Anloga,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Abrepo County Hospital,Hospital,Abrepo,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,West End Clinic,Clinic,Patasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,SDA Hospital,Hospital,Kwadaso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Prempeh College Clinic,Clinic,Prempeh Compus,Government,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Patasi Suame Nkwanta Hospital,Hospital,Patasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Asafo Agyei Hospital,Hospital,Daaban,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Magazine Clinic,Clinic,Danyame,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Togbe Clinic,Clinic,Adiembra,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Mary Pomaa Memorial Clinic,Clinic,Odeneho Kwadaso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Robert Khock Health Services,Clinic,Bantama,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Adiebeba Hospital,Hospital,Adiebeba,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Ahodwo Clinic,Clinic,Ahodwo,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Ahodwo Washie Hospital,Hospital,Ahodwo,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Philip Maternity Home,Maternity Home,Tanoso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Hebrona Hospital,Hospital,Sokoban,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Agyei Eli Hospital,Hospital,Sokoban,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Aurora Clinic,Clinic,Dakodwom,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,St. Anthony Homeopathic Clinic,Clinic,Bohyen,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,St. Monica Maternity Hme,Maternity Home,Ampabame,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Amanfrom Clinic,Clinic,Amanfrom,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Santasi Clinic,Clinic,Santasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Boampong Hospital,Hospital,Santasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Asadu Maternity Home,Maternity Home,Sokoban,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Living Waters Maternity Home,Maternity Home,Odeneho Kwadaso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Yonkodo Maternity Home,Maternity Home,South Suntreso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,UEWK Sick Bay,Clinic,Tanoso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Restoration Clinic,Clinic,,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Calvary Maternity Home,Maternity Home,Nwamasi,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Divine Maternity Home,Maternity Home,Kwadaso Estate,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Kpodo Maternity Home,Maternity Home,Kpodo,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Tiwaa Acupuncture,Clinic,Ohwimase,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Tafo Nhyiaeso Bethel Clinic,Clinic,Tafo Nhyiaeso,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,St. John's Clinic,Clinic,Manhyia Extension,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,New Birth Maternity Home,Maternity Home,Old Tafo,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Neuro-Psych Hospital,Hospital,Pankrono,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Prisons Clinic,Clinic,Adum,Quasi-Government,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Amakom Clinic,Clinic,Amakom,Private,6.415,-1.37548
Ashanti,Kumasi Metropolitan,Methodist Cathederal Church Clinic,Clinic,Adum,CHAG,6.415,-1.37548
Ashanti,Sekyere Afram Plains,Jesus Care Voluntary Clinic,Clinic,Besoro,CHAG,7.5090674,-0.8234483
Ashanti,Sekyere Afram Plains,Asesewa CHPS,CHPS,Anyinofi,Government,7.5090674,-0.8234483
Ashanti,Sekyere Afram Plains,Dawia CHPS,CHPS,Dawia,Government,7.5090674,-0.8234483
Ashanti,Sekyere Afram Plains,Funsua CHPS,CHPS,Fusua,Government,7.5090674,-0.8234483
Ashanti,Sekyere Afram Plains,Hamidu CHPS,CHPS,Fusua,Government,7.5090674,-0.8234483
Ashanti,Bekwai Municipal,Boni Clinic,Clinic,Boni,Government,6.45,-1.5833333
Ashanti,Sekyere Central,Birem Health Centre,Health Centre,Birem,Government,7.2169497,-2.1843285
Ashanti,Mampong Municipal,Calvary Health Service,Clinic,,Private,7.03397,-1.24294
Ashanti,Mampong Municipal,Yonso CHPS,CPHS,Yonso,Government,7.03397,-1.24294
Ashanti,Kwabre,Kwabre District Health Directorate,District Health Directorate,Mamponteng,Government,6.77884,-1.54569
Ashanti,Kwabre,Antoa Health Centre,Health Centre,Antoa,Government,6.75748,-1.52574
Ashanti,Kwabre,African Diaspora Clinic & Maternity Home,Clinic,Abirem,Private,6.75053,-1.54224
Ashanti,Afigya-Kwabre,Brofoyedru Health Centre,Health Centre,Brofoyedru,Government,6.47265,-1.37389
Ashanti,Afigya-Kwabre,PACKS Hospital,Hospital,Afrancho,Private,6.47265,-1.37389
Ashanti,Afigya-Kwabre,Hilltop Hospital,Hospital,Buoho,Private,6.47265,-1.37389
Ashanti,Offinso Municipal,Offinso District Health Directorate,District Health Directorate,,Government,6.56309,-1.40268
Ashanti,Offinso Municipal,Anyinasuso SDA Clinc,Clinic,Anyinasuso,CHAG,7.0102,-1.42346
Ashanti,Offinso Municipal,Abofour Health Centre,Health Centre,Abofour,Government,7.07473,-1.43587
Ashanti,Offinso Municipal,Amoawi Community Clinic,Clinic,Amoawi,Private,6.57199,-1.41169
Ashanti,Offinso Municipal,Kwagyekrom CHPS,CHPS,Kokoben,Government,7.02111,-1.46379
